town,pop
"Tuskegee Institu, AL",1
"Tussy, OK",1
"Tustin, CA",80395
"Tustin, MI",227
"Tuthill, SD",1
"Tutor Key, KY",1
"Tuttle, ND",80
"Tuttle, OK",6968
"Tutwiler, MS",1111
"Tuxedo Park, NY",601
"Twain, CA",1
"Twain Harte, CA",1
"Twelve Corners, NY",1
"Twelve Mile, IN",1
"Twentynine Palms, CA",26049
"Twin Bridges, CA",1
"Twin Bridges, MT",395
"Twin Brooks, SD",66
"Twin City, GA",1699
"Twin Falls, ID",48260
"Twin Groves, AR",322
"Twin Lake, MI",1
"Twin Lakes, CO",1
"Twin Lakes, MN",146
"Twin Lakes, WI",6081
"Twin Oaks, OK",1
"Twin Rocks, PA",1
"Twin Valley, MN",784
"Twining, MI",174
"Twinsburg, OH",18877
"Twisp, WA",952
"Twitty, TX",1
"Two Harbors, MN",3562
"Two Rivers, WI",11261
"Twodot, MT",1
"Ty Ty, GA",726
"Tyaskin, MD",1
"Tybee Island, GA",3113
"Tye, TX",1258
"Tye River, VA",1
"Tyler, MN",1112
"Tyler, TX",104798
"Tyler Hill, PA",1
"Tylerton, MD",1
"Tylertown, MS",1508
"Tynan, TX",1
"Tyndall, SD",1049
"Tyner, NC",1
"Tyngsboro, MA",1
"Tyonek, AK",1
"Tyrone, GA",7215
"Tyrone, OK",769
"Tyrone, PA",5301
"Tyronza, AR",742
"Ubly, MI",817
"Udall, KS",727
"Udall, MO",1
"Udell, IA",46
"Uhland, TX",1087
"Uhrichsville, OH",5377
"Ukiah, CA",15882
"Ulen, MN",546
"Uler, WV",1
"Ullin, IL",420
"Ulm, AR",163
"Ulman, MO",1
"Ulmer, SC",76
"Ulster, PA",1
"Ulster Park, NY",1
"Ulvah, KY",1
"Ulysses, KS",6035
"Ulysses, NE",164
"Ulysses, PA",595
"Umpire, AR",1
"Umpqua, OR",1
"Unadilla, GA",3626
"Unadilla, NE",322
"Unadilla, NY",1075
"Unaka, NC",1
"Unalakleet, AK",708
"Unalaska, AK",4437
"Uncasville, CT",1
"Uncle Sam, LA",1
"Underhill, VT",1
"Underhill, WI",1
"Underwood, IA",939
"Underwood, IN",1
"Underwood, MN",347
"Underwood, ND",771
"Underwood, WA",1
"Unicoi, TN",3531
"Union, IA",384
"Union, IL",552
"Union, KY",5807
"Union, ME",1
"Union, MI",1
"Union, MO",11277
"Union, MS",1971
"Union, NE",235
"Union, NH",1
"Union, NJ",1
"Union, OH",6606
"Union, OR",2142
"Union, SC",8000
"Union, WA",1
"Union, WV",552
"Union Church, MS",1
"Union City, CA",75322
"Union City, GA",20919
"Union City, IN",3487
"Union City, MI",1573
"Union City, NJ",69296
"Union City, OH",1620
"Union City, OK",1991
"Union City, PA",3188
"Union City, TN",10589
"Union Dale, PA",240
"Union Gap, WA",6110
"Union Grove, AL",79
"Union Grove, NC",1
"Union Grove, WI",4920
"Union Hall, VA",1
"Union Mills, IN",1
"Union Mills, NC",1
"Union Park, FL",3
"Union Pier, MI",1
"Union Point, GA",1746
"Union Springs, AL",3749
"Union Springs, NY",1167
"Union Star, KY",1
"Union Star, MO",417
"Uniondale, IN",310
"Uniondale, NY",1
"Uniontown, AL",2388
"Uniontown, AR",1
"Uniontown, KS",267
"Uniontown, KY",951
"Uniontown, MD",1
"Uniontown, MO",1
"Uniontown, OH",1
"Uniontown, PA",9942
"Uniontown, WA",333
"Unionville, CT",1
"Unionville, IA",100
"Unionville, IN",1
"Unionville, MD",1
"Unionville, MI",492
"Unionville, MO",1811
"Unionville, NV",1
"Unionville, TN",1
"Unionville, VA",1
"United States Ai, CO",1
"Unity, ME",1
"Unity, OR",68
"Unity, WI",342
"Unityville, PA",1
"Univ Of The Paci, CA",1
"Univ Of Vermont, VT",1
"University, MS",1
"University, VA",1
"University Cente, MI",1
"University City, MO",34706
"University Park, IL",7052
"Uno, VA",1
"Upatoi, GA",1
"Upham, ND",145
"Upland, CA",76684
"Upland, IN",3781
"Upland, NE",136
"Upper Arlington, OH",34997
"Upper Black Eddy, PA",1
"Upper Darby, PA",1
"Upper Falls, MD",1
"Upper Jay, NY",1
"Upper Lake, CA",1
"Upper Marlboro, MD",669
"Upper Saddle Riv, NJ",1
"Upper Saint Clai, PA",1
"Upper Saint Regi, NY",1
"Upper Sandusky, OH",6539
"Upper Tract, WV",1
"Upperglade, WV",1
"Upperstrasburg, PA",1
"Upperville, VA",1
"Upsala, MN",420
"Upson, WI",1
"Upton, KY",686
"Upton, WY",1106
"Uptown, PA",1
"Urbana, IL",42014
"Urbana, IN",1
"Urbana, MO",411
"Urbana, OH",11425
"Urbandale, IA",43018
"Uriah, AL",1
"Urich, MO",483
"Ursa, IL",618
"Usk, WA",1
"Ute, IA",349
"Utica, IL",1
"Utica, KS",152
"Utica, KY",1
"Utica, MN",286
"Utica, MO",255
"Utica, MS",869
"Utica, MT",1
"Utica, NE",851
"Utica, NY",60652
"Utica, OH",2191
"Utica, PA",182
"Utica, SD",64
"Utleyville, CO",1
"Utopia, TX",1
"Uvalda, GA",590
"Uvalde, TX",16540
"Uxbridge, MA",1
"V A Hospital, TX",1
"Vacaville, CA",98303
"Vacherie, LA",1
"Vada, KY",1
"Vader, WA",629
"Vadito, NM",1
"Vadnais Heights, MN",13321
"Vaiden, MS",980
"Vail, AZ",1
"Vail, CO",5483
"Vail, IA",416
"Valatie, NY",1891
"Valders, WI",934
"Valdese, NC",4477
"Valdez, AK",3862
"Valdez, NM",1
"Vale, NC",1
"Vale, OR",1814
"Vale, SD",1
"Valencia, CA",2
"Valencia, PA",890
"Valentine, NE",2803
"Valentine, TX",125
"Valentines, VA",1
"Valera, TX",1
"Valhalla, NY",1
"Valhermoso Sprin, AL",1
"Valier, MT",498
"Valier, PA",1
"Valle Crucis, NC",1
"Vallecito, CA",1
"Vallecitos, NM",1
"Vallejo, CA",121299
"Valley, AL",9377
"Valley, NE",2172
"Valley, WA",1
"Valley Bend, WV",1
"Valley Center, CA",1
"Valley Center, KS",7343
"Valley City, ND",6566
"Valley City, OH",1
"Valley Cottage, NY",1
"Valley Falls, KS",1149
"Valley Falls, NY",455
"Valley Falls, SC",1
"Valley Ford, CA",1
"Valley Fork, WV",1
"Valley Grove, WV",365
"Valley Head, AL",550
"Valley Lee, MD",1
"Valley Mills, TX",1187
"Valley Park, MO",6911
"Valley Park, MS",1
"Valley Spring, TX",1
"Valley Springs, AR",184
"Valley Springs, CA",1
"Valley Springs, SD",760
"Valley Station, KY",1
"Valley Stream, NY",37673
"Valley View, PA",1
"Valley View, TX",777
"Valley Village, CA",1
"Valleyford, WA",1
"Valliant, OK",739
"Vallonia, IN",1
"Vallscreek, WV",1
"Valmeyer, IL",1256
"Valmora, NM",1
"Valois, NY",1
"Valparaiso, FL",5072
"Valparaiso, IN",33104
"Valparaiso, NE",547
"Valrico, FL",1
"Valyermo, CA",1
"Van, TX",2729
"Van, WV",1
"Van Alstyne, TX",3599
"Van Buren, AR",23367
"Van Buren, ME",1
"Van Buren, MO",828
"Van Buren, OH",385
"Van Buren Bay, NY",1
"Van Dyne, WI",1
"Van Etten, NY",512
"Van Horne, IA",662
"Van Hornesville, NY",1
"Van Lear, KY",1
"Van Meter, IA",1119
"Van Meter, PA",1
"Van Nuys, CA",4
"Van Tassell, WY",15
"Van Vleck, TX",1
"Van Wert, IA",213
"Van Wert, OH",10728
"Vanadium, NM",1
"Vance, AL",1501
"Vance, MS",1
"Vance, SC",164
"Vanceboro, ME",1
"Vanceboro, NC",995
"Vancleve, KY",1
"Vancourt, TX",1
"Vancouver, WA",174826
"Vandalia, IL",7054
"Vandalia, MI",295
"Vandalia, MO",4275
"Vandalia, OH",15058
"Vandemere, NC",244
"Vanderbilt, MI",570
"Vanderbilt, PA",462
"Vanderpool, TX",1
"Vandervoort, AR",85
"Vandiver, AL",1
"Vanleer, TN",376
"Vanlue, OH",361
"Vansant, VA",1
"Vanzant, MO",1
"Vardaman, MS",1291
"Varna, IL",362
"Varnado, LA",326
"Varney, KY",1
"Varnville, SC",2047
"Varysburg, NY",1
"Vashon, WA",1
"Vass, NC",766
"Vassalboro, ME",1
"Vassar, KS",1
"Vassar, MI",2596
"Vaughn, MT",1
"Vaughn, NM",412
"Vaughn, WA",1
"Vauxhall, NJ",1
"Vealmoor, TX",1
"Veblen, SD",539
"Veedersburg, IN",2078
"Vega, TX",906
"Veguita, NM",1
"Velpen, IN",1
"Velva, ND",1265
"Venango, NE",165
"Venango, PA",241
"Vendor, AR",1
"Venedocia, OH",122
"Venedy, IL",132
"Veneta, OR",4918
"Venetia, PA",1
"Venetie, AK",1
"Venice, CA",1
"Venice, FL",22465
"Venice, IL",1905
"Venice, LA",1
"Venice, UT",1
"Venice Center, NY",1
"Ventnor City, NJ",10317
"Ventress, LA",1
"Ventura, FL",1
"Ventura, IA",720
"Venturia, ND",12
"Venus, FL",1
"Venus, PA",1
"Venus, TX",3444
"Vera, TX",1
"Veradale, WA",1
"Verbank, NY",1
"Verbena, AL",1
"Verdel, NE",30
"Verden, OK",527
"Verdi, MN",1
"Verdigre, NE",557
"Verdon, NE",165
"Verdon, SD",5
"Vergas, MN",346
"Vergennes, IL",291
"Vergennes, VT",2599
"Verhalen, TX",1
"Vermilion, OH",10409
"Vermillion, SD",10844
"Vermont, IL",647
"Vermontville, MI",763
"Vermontville, NY",1
"Vernal, UT",10681
"Verndale, MN",574
"Verner, WV",1
"Vernon, AL",1896
"Vernon, CA",113
"Vernon, CO",1
"Vernon, FL",681
"Vernon, IL",126
"Vernon, IN",309
"Vernon, NJ",1
"Vernon, NY",1164
"Vernon, OK",1
"Vernon, TX",10461
"Vernon, UT",294
"Vernon, VT",1
"Vernon Center, MN",325
"Vernon Center, NY",1
"Vernon Hills, IL",26328
"Vernon Rockville, CT",1
"Vernonia, OR",2194
"Vero Beach, FL",16751
"Verona, IL",212
"Verona, KY",1
"Verona, MO",604
"Verona, ND",86
"Verona, NJ",1
"Verona, NY",1
"Verona, PA",2419
"Verona, VA",1
"Verona, WI",12969
"Versailles, IL",456
"Versailles, IN",2108
"Versailles, KY",9270
"Versailles, MO",2456
"Versailles, OH",2608
"Vershire, VT",1
"Veseli, MN",1
"Vesper, WI",554
"Vest, KY",1
"Vesta, MN",307
"Vestaburg, MI",1
"Vestal, NY",1
"Vestavia Hills, AL",34688
"Vesuvius, VA",1
"Vetal, SD",1
"Veteran, WY",1
"Veterans Adminis, NY",1
"Vevay, IN",1681
"Veyo, UT",1
"Vian, OK",1394
"Viborg, SD",774
"Viburnum, MO",654
"Vicco, KY",318
"Vichy, MO",1
"Vici, OK",702
"Vick, LA",1
"Vickery, OH",1
"Vicksburg, MI",3283
"Vicksburg, MS",22925
"Victor, IA",881
"Victor, ID",2055
"Victor, MT",1
"Victor, NY",2744
"Victor, WV",1
"Victoria, IL",306
"Victoria, KS",1221
"Victoria, MN",8917
"Victoria, TX",67670
"Victoria, VA",1671
"Victory, WI",1
"Vida, MT",1
"Vida, OR",1
"Vidal, CA",1
"Vidalia, GA",10703
"Vidalia, LA",4054
"Vidor, TX",10958
"Vienna, GA",3699
"Vienna, IL",1697
"Vienna, MD",275
"Vienna, MO",591
"Vienna, OH",1
"Vienna, SD",46
"Vienna, VA",16468
"Vienna, WV",10459
"Viewtown, VA",1
"Vigo Park, TX",1
"Viking, MN",103
"Vilas, CO",108
"Vilas, NC",1
"Villa Grove, CO",1
"Villa Grove, IL",2462
"Villa Park, CA",5918
"Villa Park, IL",21882
"Villa Rica, GA",15201
"Villa Ridge, IL",1
"Villa Ridge, MO",1
"Village, AR",1
"Village, TX",1
"Village Of Golf, FL",1
"Village Of Nagog, MA",1
"Villanova, PA",1
"Villard, MN",252
"Villas, NJ",1
"Ville Platte, LA",7270
"Villegreen, CO",1
"Villisca, IA",1182
"Vilonia, AR",4478
"Vina, AL",356
"Vinalhaven, ME",1
"Vincennes, IN",17924
"Vincent, AL",2118
"Vincent, IA",168
"Vincent, KY",1
"Vincent, OH",1
"Vine Grove, KY",5921
"Vinegar Bend, AL",1
"Vineland, NJ",60525
"Vinemont, AL",1
"Vineyard, UT",3953
"Vineyard Haven, MA",1
"Vining, IA",49
"Vining, MN",79
"Vinita, OK",5563
"Vinson, OK",1
"Vinton, CA",1
"Vinton, IA",5143
"Vinton, LA",3356
"Vinton, OH",216
"Vintondale, PA",385
"Viola, AR",334
"Viola, DE",171
"Viola, ID",1
"Viola, IL",910
"Viola, KS",130
"Viola, MN",1
"Viola, WI",672
"Violet, LA",1
"Violet Hill, AR",1
"Virden, IL",3393
"Virgil, KS",66
"Virgil, SD",16
"Virgilina, VA",142
"Virginia, MN",8523
"Virginia, NE",59
"Virginia Beach, VA",452602
"Virginia City, MT",198
"Virginia City, NV",1
"Virginia Dale, CO",1
"Viroqua, WI",4395
"Visalia, CA",131074
"Vista, CA",101659
"Vivian, SD",1
"Vliets, KS",1
"Voca, TX",1
"Volant, PA",162
"Volborg, MT",1
"Volcano, CA",1
"Volcano, HI",1
"Volga, IA",201
"Volga, SD",1910
"Volga, WV",1
"Volin, SD",162
"Voluntown, CT",1
"Von Ormy, TX",1198
"Vona, CO",106
"Vonore, TN",1502
"Voorhees, NJ",1
"Voorheesville, NY",2820
"Voss, ND",1
"Vossburg, MS",1
"Vowinckel, PA",1
"Vredenburgh, AL",293
"Vulcan, MI",1
"Vulcan, MO",1
"W Harrison, IN",1
"W Hartford, CT",4
"W Mifflin Fin, PA",1
"W Townsend, MA",1
"Wa Keeney, KS",1
"Waban, MA",1
"Wabash, IN",10253
"Wabasha, MN",2453
"Wabasso, MN",661
"Wabbaseka, AR",228
"Wabeno, WI",1
"Waccabuc, NY",1
"Waco, GA",522
"Waco, NE",243
"Waco, TX",134432
"Waconia, MN",11964
"Waddell, AZ",1
"Waddington, NY",958
"Waddy, KY",1
"Wade, NC",567
"Wadena, IA",250
"Wadena, MN",4134
"Wadesboro, NC",5467
"Wadestown, WV",1
"Wadesville, IN",1
"Wading River, NY",1
"Wadley, AL",737
"Wadley, GA",1944
"Wadmalaw Island, SC",1
"Wadsworth, IL",3714
"Wadsworth, NV",1
"Wadsworth, NY",1
"Wadsworth, OH",23136
"Wadsworth, TX",1
"Waelder, TX",1123
"Wagarville, AL",1
"Wagener, SC",829
"Waggoner, IL",255
"Wagner, SD",1586
"Wagon Mound, NM",291
"Wagoner, OK",8846
"Wagram, NC",801
"Wahiawa, HI",1
"Wahkiacus, WA",1
"Wahkon, MN",211
"Wahoo, NE",4499
"Wahpeton, ND",7830
"Waialua, HI",1
"Waianae, HI",1
"Wailuku, HI",1
"Waimanalo, HI",1
"Waimea, HI",1
"Wainwright, AK",573
"Waipahu, HI",1
"Waite, ME",1
"Waite Park, MN",7428
"Waiteville, WV",1
"Waitsburg, WA",1187
"Waitsfield, VT",1
"Wakarusa, IN",1819
"Wakarusa, KS",1
"Wake, VA",1
"Wake Forest, NC",40112
"Wake Village, TX",5455
"Wakefield, KS",949
"Wakefield, MA",1
"Wakefield, MI",1709
"Wakefield, NE",1389
"Wakefield, VA",872
"Wakeman, OH",1032
"Wakita, OK",340
"Wakonda, SD",316
"Wakpala, SD",1
"Wal-Mart Inc, AR",1
"Walbridge, OH",3094
"Walcott, IA",1636
"Walcott, ND",236
"Walden, CO",582
"Walden, NY",6721
"Waldo, AR",1283
"Waldo, FL",1030
"Waldo, KS",30
"Waldo, KY",1
"Waldo, OH",323
"Waldo, WI",500
"Waldoboro, ME",1
"Waldorf, MD",1
"Waldorf, MN",229
"Waldport, OR",2163
"Waldron, AR",3372
"Waldron, IN",1
"Waldron, KS",10
"Waldron, MI",531
"Waldwick, NJ",10026
"Wales, AK",149
"Wales, MA",1
"Wales, MI",1
"Wales, ND",29
"Wales, WI",2582
"Waleska, GA",879
"Walhalla, SC",4318
"Walhonding, OH",1
"Walker, IA",786
"Walker, KY",1
"Walker, LA",6404
"Walker, MI",24775
"Walker, MN",933
"Walker, MO",267
"Walker, WV",1
"Walker Springs, AL",1
"Walkersville, MD",6054
"Walkersville, WV",1
"Walkerton, IN",2262
"Walkerton, VA",1
"Walkertown, NC",5021
"Walkerville, MI",242
"Walkerville, MT",700
"Wall, NJ",1
"Wall, PA",566
"Wall, SD",872
"Wall, TX",1
"Wall Lake, IA",781
"Walla Walla, WA",32132
"Wallace, ID",759
"Wallace, KS",58
"Wallace, MI",1
"Wallace, NC",3938
"Wallace, NE",360
"Wallace, NY",1
"Wallace, SC",1
"Wallace, SD",84
"Wallace, WV",1
"Walland, TN",1
"Wallback, WV",1
"Waller, TX",2767
"Walling, TN",1
"Wallingford, CT",1
"Wallingford, IA",186
"Wallingford, KY",1
"Wallingford, PA",1
"Wallingford, VT",1
"Wallington, NJ",11689
"Wallins Creek, KY",146
"Wallis, TX",1298
"Wallisville, TX",1
"Wallkill, NY",1
"Wallops Island, VA",1
"Wallowa, OR",810
"Wallpack Center, NJ",1
"Walls, MS",1295
"Wallsburg, UT",340
"Walnut, IA",779
"Walnut, KS",218
"Walnut, MS",765
"Walnut, NC",1
"Walnut Bottom, PA",1
"Walnut Cove, NC",1383
"Walnut Creek, CA",69122
"Walnut Grove, CA",1
"Walnut Grove, MN",813
"Walnut Grove, MO",790
"Walnut Grove, MS",1608
"Walnut Hill, FL",1
"Walnut Hill, IL",106
"Walnut Shade, MO",1
"Walnut Springs, TX",826
"Walnutport, PA",2082
"Walpole, MA",1
"Walpole, ME",1
"Walpole, NH",1
"Walsh, CO",512
"Walsh, IL",1
"Walshville, IL",61
"Walstonburg, NC",218
"Walters, MN",71
"Walters, OK",2481
"Walters, VA",1
"Waltersburg, PA",1
"Waltham, MN",151
"Walthill, NE",784
"Walton, IN",1023
"Walton, KS",239
"Walton, KY",3927
"Walton, NE",1
"Walton, NY",2894
"Walton, OR",1
"Walton, WV",1
"Waltonville, IL",434
"Walum, ND",1
"Walworth, NY",1
"Walworth, WI",2838
"Wamego, KS",4715
"Wamic, OR",1
"Wampum, PA",680
"Wamsutter, WY",484
"Wana, WV",1
"Wanakena, NY",1
"Wanamaker, IN",1
"Wanamingo, MN",1092
"Wanaque, NJ",11759
"Wanatah, IN",1017
"Wanblee, SD",1
"Wanda, MN",80
"Wando, SC",1
"Wanette, OK",358
"Wann, OK",123
"Wannaska, MN",1
"Wantagh, NY",1
"Wapakoneta, OH",9816
"Wapanucka, OK",441
"Wapato, WA",5073
"Wapella, IL",538
"Wapello, IA",2042
"Wapiti, WY",1
"Wappapello, MO",1
"Wapwallopen, PA",1
"Warba, MN",180
"Ward, AL",1
"Ward, AR",4866
"Ward, CO",156
"Ward, SC",93
"Ward, SD",50
"Warden, LA",1
"Warden, WA",2719
"Wardensville, WV",272
"Wardsboro, VT",1
"Wardville, OK",1
"Ware, MA",1
"Ware Shoals, SC",2183
"Wareham, MA",1
"Waretown, NJ",1
"Warfield, VA",1
"Warfordsburg, PA",1
"Warm Springs, AR",1
"Warm Springs, GA",401
"Warm Springs, OR",1
"Warminster, PA",1
"Warmsprings, MT",1
"Warne, NC",1
"Warner, NH",1
"Warner, OH",1
"Warner, OK",1618
"Warner, SD",488
"Warner, VA",1
"Warner Robins, GA",74388
"Warner Springs, CA",1
"Warners, NY",1
"Warnerville, NY",1
"Warr Acres, OK",10420
"Warren, AR",5757
"Warren, CT",1
"Warren, IL",1352
"Warren, IN",1210
"Warren, ME",1
"Warren, MI",135125
"Warren, NH",1
"Warren, NJ",1
"Warren, OH",39898
"Warren, OR",1
"Warren, RI",1
"Warren, TX",1
"Warren Center, PA",1
"Warren Wilson Co, NC",1
"Warrendale, PA",1
"Warrens, WI",350
"Warrensburg, MO",20251
"Warrensburg, NY",1
"Warrensville, NC",1
"Warrenton, GA",1805
"Warrenton, MO",8130
"Warrenton, NC",852
"Warrenton, OR",5469
"Warrenville, CT",1
"Warrenville, IL",13246
"Warrenville, SC",1
"Warrington, PA",1
"Warrior, AL",3192
"Warriors Mark, PA",1
"Warroad, MN",1794
"Warsaw, IL",1546
"Warsaw, IN",14662
"Warsaw, KY",1688
"Warsaw, MN",1
"Warsaw, MO",2120
"Warsaw, NY",3347
"Warsaw, OH",674
"Wartburg, TN",905
"Warthen, GA",1
"Wartrace, TN",657
"Warwick, GA",409
"Warwick, MD",1
"Warwick, ND",66
"Warwick, NY",6810
"Warwick, RI",81579
"Wasco, OR",395
"Waseca, MN",9074
"Washburn, IA",1
"Washburn, IL",1119
"Washburn, ME",1
"Washburn, MO",436
"Washburn, ND",1303
"Washburn, TN",1
"Washburn, WI",2045
"Washgtin, VT",1
"Washington, AR",174
"Washington, DC",681170
"Washington, GA",3978
"Washington, IA",7424
"Washington, IN",12089
"Washington, KS",1076
"Washington, LA",953
"Washington, ME",1
"Washington, MI",1
"Washington, MO",14061
"Washington, NC",9801
"Washington, NH",1
"Washington, NJ",6492
"Washington, OK",650
"Washington, PA",13514
"Washington, TX",1
"Washington, UT",25339
"Washington, VA",126
"Washington Boro, PA",1
"Washington Colle, TN",1
"Washington Court, OH",1
"Washington Cross, PA",1
"Washington Depot, CT",2
"Washington Islan, WI",1
"Washington Park, IL",3955
"Washingtonville, NY",5773
"Washingtonville, OH",765
"Washougal, WA",15466
"Washta, IA",237
"Washtucna, WA",195
"Wasilla, AK",9748
"Waskish, MN",1
"Waskom, TX",2168
"Wassaic, NY",1
"Wasta, SD",82
"Wataga, IL",807
"Watauga, SD",1
"Watauga, TN",350
"Watauga, TX",24629
"Water Mill, NY",1
"Water Valley, KY",281
"Water Valley, MS",3393
"Water View, VA",1
"Waterboro, ME",1
"Waterbury, CT",108272
"Waterbury, NE",70
"Waterbury, VT",1835
"Waterbury Center, VT",1
"Waterfall, PA",1
"Waterflow, NM",1
"Waterford, CA",8861
"Waterford, CT",1
"Waterford, MI",3
"Waterford, MS",1
"Waterford, NY",2167
"Waterford, OH",1
"Waterford, PA",1523
"Waterford, VA",1
"Waterford Works, NJ",1
"Waterloo, AL",198
"Waterloo, IA",67934
"Waterloo, IL",10309
"Waterloo, IN",2248
"Waterloo, NE",909
"Waterloo, NY",5019
"Waterloo, OH",1
"Waterloo, SC",148
"Waterloo, WI",3333
"Waterman, IL",1493
"Waterport, NY",1
"Waterproof, LA",591
"Watersmeet, MI",1
"Watertown, CT",1
"Watertown, MN",4316
"Watertown, NY",25900
"Watertown, SD",22172
"Watertown, TN",1529
"Watertown, WI",23817
"Waterville, IA",141
"Waterville, KS",644
"Waterville, MN",1845
"Waterville, NY",1542
"Waterville, OH",5519
"Waterville, PA",1
"Waterville, VT",1
"Waterville, WA",1181
"Watervliet, MI",1680
"Watervliet, NY",10120
"Watford City, ND",6390
"Watha, NC",231
"Wathena, KS",1313
"Watkins, CO",1
"Watkins, IA",1
"Watkins, MN",938
"Watkins Glen, NY",1890
"Watkinsville, GA",2863
"Watonga, OK",2946
"Watseka, IL",5007
"Watson, AR",192
"Watson, IL",748
"Watson, MN",199
"Watson, MO",94
"Watson, OK",1
"Watsontown, PA",2301
"Wattenburg, CO",1
"Watton, MI",1
"Watts, OK",312
"Wattsburg, PA",382
"Waubay, SD",575
"Waubeka, WI",1
"Waubun, MN",398
"Wauchula, FL",4922
"Waucoma, IA",255
"Wauconda, IL",13758
"Wauconda, WA",1
"Waukee, IA",19284
"Waukegan, IL",88182
"Waukesha, WI",72363
"Waukomis, OK",1340
"Waukon, IA",3733
"Waumandee, WI",1
"Waunakee, WI",13607
"Wauneta, NE",568
"Waupaca, WI",5946
"Waupun, WI",11333
"Waurika, OK",1974
"Wausa, NE",607
"Wausau, WI",38872
"Wausaukee, WI",562
"Wauseon, OH",7395
"Wautoma, WI",2133
"Wauwatosa, WI",47945
"Wauzeka, WI",730
"Waveland, AR",1
"Waveland, IN",419
"Waveland, MS",6428
"Waverly, AL",148
"Waverly, GA",1
"Waverly, IL",1249
"Waverly, KS",563
"Waverly, KY",308
"Waverly, MN",1412
"Waverly, MO",832
"Waverly, NE",3786
"Waverly, NY",4190
"Waverly, OH",4365
"Waverly, SD",1
"Waverly, TN",4133
"Waverly, VA",2050
"Waverly, WA",110
"Waverly, WV",1
"Waverly Hall, GA",759
"Wawaka, IN",1
"Wax, KY",1
"Waxahachie, TX",34345
"Wayan, ID",1
"Wayland, IA",952
"Wayland, KY",401
"Wayland, MA",1
"Wayland, MI",4206
"Wayland, MO",494
"Wayland, NY",1801
"Waymart, PA",1264
"Wayne, ME",1
"Wayne, MI",16954
"Wayne, NE",5573
"Wayne, NJ",1
"Wayne, OH",921
"Wayne, OK",728
"Wayne, WV",1366
"Wayne City, IL",1013
"Waynesboro, GA",5701
"Waynesboro, MS",4944
"Waynesboro, PA",10845
"Waynesboro, TN",2357
"Waynesboro, VA",21887
"Waynesburg, KY",1
"Waynesburg, OH",916
"Waynesburg, PA",3993
"Waynesfield, OH",834
"Waynesville, GA",1
"Waynesville, IL",424
"Waynesville, NC",9958
"Waynesville, OH",3039
"Waynetown, IN",947
"Waynoka, OK",955
"Wayside, MS",1
"Wayside, TX",1
"Wayside, WV",1
"Wayzata, MN",4522
"Weare, NH",1
"Weatherby, MO",105
"Weatherford, OK",11978
"Weatherford, TX",29969
"Weatherly, PA",2444
"Weatogue, CT",1
"Weaubleau, MO",401
"Weaver, AL",3076
"Weaverville, CA",1
"Weaverville, NC",3981
"Webb, AL",1396
"Webb, IA",136
"Webb City, MO",11226
"Webber, KS",24
"Webbers Falls, OK",597
"Webberville, MI",1281
"Webbs Cross Road, KY",1
"Webbville, KY",1
"Weber City, VA",1246
"Webster, IA",72
"Webster, IN",1
"Webster, KY",1
"Webster, MN",1
"Webster, ND",1
"Webster, NY",5551
"Webster, TX",11075
"Webster, WI",626
"Webster City, IA",7756
"Webster Groves, MO",22970
"Weddington, NC",10642
"Wedgefield, SC",1
"Wedowee, AL",806
"Weed, NM",1
"Weedsport, NY",1747
"Weedville, PA",1
"Weehawken, NJ",1
"Weeks Mills, ME",1
"Weems, VA",1
"Weeping Water, NE",1072
"Weidman, MI",1
"Weimar, TX",2170
"Weiner, AR",686
"Weinert, TX",166
"Weippe, ID",431
"Weir, MS",441
"Weirsdale, FL",1
"Weirton, WV",18989
"Weiser, ID",5397
"Weissport, PA",389
"Welch, MN",2
"Welch, OK",603
"Welch, TX",1
"Welch, WV",1816
"Welches, OR",1
"Welchs Creek, KY",1
"Welcome, MD",1
"Welcome, MN",653
"Weld, ME",1
"Welda, KS",1
"Weldon, CA",1
"Weldon, IA",118
"Weldon, IL",423
"Weldon, NC",1575
"Weldona, CO",1
"Weleetka, OK",984
"Wellborn, FL",1
"Wellesley, MA",1
"Wellfleet, MA",1
"Wellfleet, NE",76
"Wellford, SC",2563
"Welling, OK",1
"Wellington, AL",1
"Wellington, CO",8516
"Wellington, IL",231
"Wellington, KS",7889
"Wellington, ME",1
"Wellington, MO",798
"Wellington, NV",1
"Wellington, OH",4866
"Wellington, TX",2153
"Wellington, UT",1609
"Wellington, VA",1
"Wellman, IA",1424
"Wellpinit, WA",1
"Wells, KS",1
"Wells, ME",1
"Wells, MI",1
"Wells, MN",2225
"Wells, NY",1
"Wells, TX",814
"Wells, VT",1
"Wells Bridge, NY",1
"Wells River, VT",389
"Wells Tannery, PA",1
"Wellsboro, PA",3275
"Wellsburg, IA",691
"Wellsburg, NY",548
"Wellsburg, WV",2657
"Wellston, MI",1
"Wellston, OH",5554
"Wellston, OK",794
"Wellsville, KS",1813
"Wellsville, MO",1163
"Wellsville, NY",4484
"Wellsville, OH",3374
"Wellsville, PA",260
"Wellsville, UT",3678
"Wellton, AZ",2968
"Welsh, LA",3232
"Welton, IA",159
"Welty, OK",1
"Wenatchee, WA",33921
"Wendel, CA",1
"Wendel, WV",1
"Wendell, ID",2711
"Wendell, MA",1
"Wendell, MN",167
"Wendell, NC",6745
"Wendover, KY",1
"Wenham, MA",1
